date,year,quarter,month_number,month_name,region,zone,main_city,visitor_type,travel_purpose,accommodation_type,visitors,tourist_nights,spend_sar,rooms_available,rooms_sold,occupancy_rate,average_daily_rate_sar,room_revenue_sar,cancellation_rate,satisfaction_score
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Domestic,Events,Serviced Apartment,1373,2441,1153861,8008,661,0.0825,422.01,278951,0.0972,4.37
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Domestic,Events,Resort,680,1410,718000,6899,384,0.0557,845.96,324848,0.0767,4.61
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Domestic,Events,Other Paid Accommodation,702,1571,709683,5716,423,0.074,315.34,133387,0.064,4.46
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Leisure,Hotel,5195,21308,19161164,13902,5746,0.4133,487.8,2802892,0.0309,4.34
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Leisure,Serviced Apartment,1920,7731,6761897,5261,2052,0.39,374.51,768504,0.0325,3.95
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Leisure,Resort,1086,4663,4368045,6168,1212,0.1965,821.45,995594,0.0423,3.95
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Leisure,Other Paid Accommodation,945,3717,3566764,5643,748,0.1326,269.9,201884,0.0302,4.16
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Business,Hotel,2552,10746,9369054,8230,2564,0.3115,609.94,1563874,0.0955,4.72
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Business,Serviced Apartment,1005,4194,3775616,7912,1102,0.1393,435.89,480345,0.0494,4.23
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Business,Resort,602,2372,2007806,6804,688,0.1011,920.01,632967,0.0912,4.18
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Business,Other Paid Accommodation,602,2544,1815801,5567,669,0.1202,301.22,201514,0.0587,4.42
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Religious,Hotel,418,2173,1883206,4814,607,0.1261,575.24,349169,0.0719,4.2
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Religious,Serviced Apartment,158,918,784978,3288,275,0.0836,446.3,122733,0.0205,3.97
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Religious,Resort,90,495,432507,5144,124,0.0241,686.49,85124,0.1212,4.03
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Religious,Other Paid Accommodation,81,434,399735,5229,121,0.0231,223.52,27045,0.0492,4.34
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Family Visit,Hotel,3033,12161,9622369,9408,2460,0.2615,557.21,1370746,0.114,4.63
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Family Visit,Serviced Apartment,1197,5100,3935838,5949,1364,0.2293,389.23,530910,0.0612,4.47
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Family Visit,Resort,601,2483,2266435,4428,630,0.1423,799.46,503658,0.0714,4.18
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Family Visit,Other Paid Accommodation,562,2285,1868777,6402,609,0.0951,297.22,181009,0.0422,3.98
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Events,Hotel,1887,7877,7196104,7233,2313,0.3198,632.01,1461828,0.0673,4.03
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Events,Serviced Apartment,815,3272,2856076,6096,882,0.1447,400.14,352920,0.0494,3.75
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Events,Resort,466,1911,1657375,5523,577,0.1045,981.0,566034,0.074,4.23
2023-03-01,2023,Q1,3,Mar,Riyadh,Central,Riyadh,Inbound,Events,Other Paid Accommodation,349,1365,1066027,4696,304,0.0647,307.64,93523,0.0806,4.09
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Leisure,Hotel,16216,30579,14043006,25959,9001,0.3467,573.82,5164971,0.0704,4.52
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Leisure,Serviced Apartment,6611,13844,6840807,13429,4389,0.3268,407.51,1788563,0.072,4.05
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Leisure,Resort,3561,7620,3848495,10381,2053,0.1978,912.77,1873925,0.0786,4.03
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Leisure,Other Paid Accommodation,2743,5841,2974810,10511,1346,0.1281,283.78,381969,0.0822,4.22
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Business,Hotel,7574,16898,7679130,14677,4778,0.3255,662.22,3164096,0.0736,3.88
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Business,Serviced Apartment,2568,5747,2717734,8743,1733,0.1982,373.28,646892,0.0596,4.02
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Business,Resort,1572,3544,1559720,7213,1051,0.1457,723.53,760434,0.0684,3.97
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Business,Other Paid Accommodation,1329,2125,1112143,6520,541,0.083,290.64,157234,0.0439,3.87
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Religious,Hotel,14729,53933,25124256,26861,15311,0.57,544.2,8332213,0.0468,4.66
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Religious,Serviced Apartment,4656,17488,8157136,13153,4675,0.3554,439.43,2054329,0.1049,4.5
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Religious,Resort,2733,8550,4109527,7557,2402,0.3179,793.81,1906736,0.0971,4.13
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Religious,Other Paid Accommodation,2262,8098,3954366,8222,2448,0.2977,302.95,741612,0.051,4.04
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Family Visit,Hotel,7183,12980,6486983,15532,3816,0.2457,676.51,2581567,0.0894,4.49
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Family Visit,Serviced Apartment,2629,5359,2738199,7543,1486,0.197,430.16,639222,0.0811,4.24
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Family Visit,Resort,1802,3849,1695886,8050,1085,0.1348,751.06,814903,0.1045,4.4
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Family Visit,Other Paid Accommodation,1402,2715,1266964,6414,766,0.1194,261.08,199987,0.0982,4.41
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Events,Hotel,2758,5816,2967132,8617,1494,0.1734,672.02,1003998,0.0779,4.1
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Events,Serviced Apartment,1016,1983,1073998,6438,553,0.0859,436.83,241566,0.0396,4.42
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Events,Resort,545,1343,636500,6807,285,0.0419,769.73,219372,0.0627,3.76
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Domestic,Events,Other Paid Accommodation,550,1189,540145,5760,350,0.0608,235.55,82443,0.0382,4.07
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Leisure,Hotel,8863,37120,34173957,17989,10854,0.6034,545.37,5919487,0.0736,4.19
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Leisure,Serviced Apartment,3952,16736,14040078,11431,4838,0.4232,385.85,1866763,0.0613,4.07
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Leisure,Resort,2119,8985,8195330,7498,2546,0.3396,938.19,2388623,0.061,4.3
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Leisure,Other Paid Accommodation,1576,6377,5461656,6164,1964,0.3186,264.21,518916,0.0897,4.2
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Business,Hotel,4173,18766,14176852,10695,4653,0.4351,517.32,2407079,0.0401,4.27
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Business,Serviced Apartment,1568,6866,5923888,6888,1833,0.2661,409.75,751063,0.0595,3.94
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Business,Resort,980,3993,3409574,6812,1129,0.1657,788.87,890639,0.0889,4.4
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Business,Other Paid Accommodation,844,3471,2959621,5989,847,0.1414,282.31,239116,0.0923,4.37
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Religious,Hotel,7568,42477,41370288,15368,12415,0.8078,502.52,6238825,0.0385,4.29
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Religious,Serviced Apartment,2871,16674,15095852,10019,4573,0.4564,379.85,1737072,0.057,4.21
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Religious,Resort,1616,8943,8149814,7286,2051,0.2815,966.15,1981574,0.0647,4.9
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Religious,Other Paid Accommodation,1642,8797,7895164,5298,2644,0.4991,341.36,902546,0.0178,4.08
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Family Visit,Hotel,4644,20317,20000813,11939,6675,0.5591,621.97,4151624,0.0813,4.35
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Family Visit,Serviced Apartment,2056,8461,7757983,6671,2266,0.3397,391.96,888185,0.0722,4.07
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Family Visit,Resort,1114,4483,3511129,5215,1344,0.2577,783.7,1053294,0.0799,4.2
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Family Visit,Other Paid Accommodation,998,4145,4223599,8307,1107,0.1333,272.96,302162,0.1483,3.88
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Events,Hotel,1554,6533,5709041,5455,1877,0.3441,565.97,1062320,0.1059,3.91
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Events,Serviced Apartment,627,2355,1792211,5045,606,0.1201,461.43,279625,0.069,4.47
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Events,Resort,330,1426,1192073,4672,327,0.07,872.42,285281,0.0766,4.46
2023-03-01,2023,Q1,3,Mar,Makkah,Western,Jeddah,Inbound,Events,Other Paid Accommodation,317,1459,1288633,6439,389,0.0604,262.62,102158,0.0879,4.13
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Leisure,Hotel,8859,19229,7691908,18581,4869,0.262,546.01,2658540,0.102,4.17
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Leisure,Serviced Apartment,3629,7909,3491578,9286,2217,0.2387,310.57,688541,0.1128,3.65
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Leisure,Resort,1760,3368,1471824,9408,981,0.1043,890.57,873649,0.0356,3.94
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Leisure,Other Paid Accommodation,1542,3275,1290748,6425,951,0.148,216.21,205613,0.0417,4.05
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Business,Hotel,3813,8777,3487136,9662,2541,0.263,553.34,1406031,0.1057,4.39
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Business,Serviced Apartment,1579,3497,1445174,6954,806,0.1159,375.02,302262,0.0753,4.34
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Business,Resort,660,1379,549437,7433,400,0.0538,733.49,293396,0.0592,4.37
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Business,Other Paid Accommodation,723,1503,609354,8287,468,0.0565,260.41,121872,0.0327,4.37
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Religious,Hotel,7439,26368,11288783,15495,7405,0.4779,444.89,3294378,0.0508,4.36
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Religious,Serviced Apartment,3198,10201,4273929,7913,3177,0.4015,381.18,1211024,0.0863,4.25
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Religious,Resort,1797,5640,2239014,8598,1691,0.1967,651.25,1101271,0.0567,4.69
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Religious,Other Paid Accommodation,1514,5234,2045405,7794,1253,0.1608,201.99,253090,0.0882,4.51
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Family Visit,Hotel,4308,8575,3971197,10887,2344,0.2153,590.47,1384058,0.0612,4.11
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Family Visit,Serviced Apartment,1873,3666,1526361,6325,1025,0.1621,351.91,360704,0.0942,4.36
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Family Visit,Resort,1001,2181,911993,7022,539,0.0768,584.7,315153,0.099,4.44
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Family Visit,Other Paid Accommodation,870,2013,808352,5522,511,0.0925,250.9,128209,0.0304,3.96
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Events,Hotel,1499,2786,1123761,4904,808,0.1648,491.39,397039,0.0425,3.95
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Events,Serviced Apartment,566,1009,473168,3414,266,0.0779,352.99,93896,0.0506,4.2
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Events,Resort,299,719,281707,3070,174,0.0567,742.26,129153,0.0671,4.46
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Domestic,Events,Other Paid Accommodation,304,599,244197,5043,192,0.0381,253.26,48626,0.1173,4.36
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Leisure,Hotel,4908,19612,15085340,11868,5347,0.4505,511.3,2733929,0.0187,4.59
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Leisure,Serviced Apartment,1965,7697,6018810,6918,2224,0.3215,374.69,833302,0.0955,4.11
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Leisure,Resort,1040,4237,3080516,6451,1143,0.1772,672.46,768624,0.0414,4.24
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Leisure,Other Paid Accommodation,952,3781,3016761,8116,1130,0.1392,226.17,255574,0.0687,4.54
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Business,Hotel,2103,9161,6357435,9652,2420,0.2507,612.73,1482802,0.1132,4.24
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Business,Serviced Apartment,875,3709,2788369,5833,866,0.1485,335.59,290623,0.0422,4.29
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Business,Resort,546,2374,1841303,4917,665,0.1352,765.66,509166,0.0553,4.3
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Business,Other Paid Accommodation,458,2075,1657573,6255,481,0.0769,243.32,117036,0.0661,4.11
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Religious,Hotel,3809,19739,14940417,11491,5136,0.447,503.36,2585270,0.1145,4.2
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Religious,Serviced Apartment,1723,9264,6472246,8004,2396,0.2994,349.16,836582,0.0811,4.64
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Religious,Resort,849,4731,3782972,5560,1371,0.2466,814.66,1116901,0.0509,4.33
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Religious,Other Paid Accommodation,898,4945,3931669,6434,1423,0.2212,222.5,316617,0.0741,4.03
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Family Visit,Hotel,2355,9651,7453343,8760,2347,0.2679,480.99,1128889,0.0881,4.4
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Family Visit,Serviced Apartment,1118,5001,3923422,6163,1389,0.2254,396.48,550706,0.1391,4.27
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Family Visit,Resort,594,2581,1964360,7002,774,0.1105,740.41,573078,0.062,3.89
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Family Visit,Other Paid Accommodation,553,2346,1704035,4650,683,0.1469,209.26,142922,0.0775,4.36
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Events,Hotel,909,3746,2633544,6870,1142,0.1662,496.17,566631,0.0827,4.67
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Events,Serviced Apartment,357,1471,1187777,4766,356,0.0747,372.74,132697,0.0598,4.07
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Events,Resort,180,738,608096,6916,236,0.0341,782.79,184738,0.0817,3.91
2023-03-01,2023,Q1,3,Mar,Madinah,Western,Madinah,Inbound,Events,Other Paid Accommodation,171,791,585447,6755,218,0.0323,188.58,41110,0.086,4.47
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Leisure,Hotel,6847,16067,6072855,13280,4500,0.3389,539.85,2429315,0.1039,4.43
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Leisure,Serviced Apartment,2487,5328,2318417,6636,1459,0.2199,340.6,496940,0.0536,4.27
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Leisure,Resort,1361,2971,1289708,8005,733,0.0916,633.3,464207,0.077,4.2
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Leisure,Other Paid Accommodation,1694,3712,1564480,7218,907,0.1257,250.83,227499,0.068,4.13
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Business,Hotel,3259,6988,2628681,10437,1773,0.1699,514.26,911779,0.1021,4.71
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Business,Serviced Apartment,1117,2352,1004015,5069,693,0.1367,353.26,244805,0.0749,3.92
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Business,Resort,729,1653,699562,5515,436,0.0791,732.69,319454,0.0712,4.5
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Business,Other Paid Accommodation,622,1154,495131,5400,339,0.0628,240.14,81409,0.0864,3.9
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Religious,Hotel,511,1614,628243,4860,421,0.0866,571.78,240719,0.0557,3.95
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Religious,Serviced Apartment,204,674,274722,5126,201,0.0392,368.78,74124,0.0846,3.85
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Religious,Resort,135,473,204822,4026,141,0.035,691.13,97450,0.0651,3.85
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Religious,Other Paid Accommodation,91,308,137169,5813,89,0.0153,238.76,21249,0.0598,4.22
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Family Visit,Hotel,3878,8147,3670210,10259,2040,0.1988,519.57,1059920,0.0726,4.25
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Family Visit,Serviced Apartment,1604,3626,1392167,8798,748,0.085,410.23,306851,0.0628,4.1
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Family Visit,Resort,790,1719,721968,5981,528,0.0883,752.58,397361,0.046,4.46
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Family Visit,Other Paid Accommodation,758,1509,663902,5912,406,0.0687,235.22,95499,0.01,4.02
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Events,Hotel,2564,5372,2082258,9584,1437,0.1499,469.18,674215,0.1252,4.01
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Events,Serviced Apartment,1038,2020,855314,5563,492,0.0884,364.62,179393,0.0801,4.44
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Events,Resort,527,1340,571861,6310,322,0.051,684.63,220450,0.083,4.25
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Domestic,Events,Other Paid Accommodation,492,952,402765,5813,233,0.0401,252.34,58794,0.0275,4.2
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Leisure,Hotel,4660,20206,15977855,10681,6450,0.6039,577.27,3723400,0.0489,4.15
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Leisure,Serviced Apartment,1797,8192,5753489,6533,2223,0.3403,289.21,642912,0.0705,4.45
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Leisure,Resort,788,3329,2441725,7752,868,0.112,807.49,700904,0.0551,4.46
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Leisure,Other Paid Accommodation,833,3475,2515732,6499,917,0.1411,226.76,207935,0.1068,4.29
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Business,Hotel,2020,8325,6256398,7603,2359,0.3103,546.7,1289662,0.0692,4.07
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Business,Serviced Apartment,815,3428,2380053,4015,968,0.2411,326.77,316317,0.0808,3.96
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Business,Resort,423,1744,1464763,6547,538,0.0822,721.39,388105,0.0906,4.29
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Business,Other Paid Accommodation,429,1795,1249812,3607,568,0.1575,249.19,141538,0.0836,4.52
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Religious,Hotel,260,1385,1037690,6109,356,0.0583,470.02,167328,0.0397,4.56
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Religious,Serviced Apartment,112,592,467048,4459,137,0.0307,305.71,41882,0.0686,4.27
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Religious,Resort,64,351,240945,3545,116,0.0327,791.01,91756,0.0892,4.11
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Religious,Other Paid Accommodation,58,313,256639,5484,90,0.0164,236.78,21310,0.0898,4.23
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Family Visit,Hotel,2169,8787,6632613,6982,2407,0.3447,523.7,1260542,0.01,4.21
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Family Visit,Serviced Apartment,783,3366,2655957,5679,971,0.171,366.55,355919,0.0643,4.53
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Family Visit,Resort,444,1995,1495713,4783,531,0.111,656.68,348694,0.0896,3.87
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Family Visit,Other Paid Accommodation,480,1926,1537239,5701,542,0.0951,228.67,123939,0.0788,4.18
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Events,Hotel,1273,5101,3750940,6042,1562,0.2585,520.29,812695,0.0505,4.15
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Events,Serviced Apartment,553,2290,1628109,4966,673,0.1355,355.19,239042,0.0662,4.15
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Events,Resort,313,1301,1019437,5885,306,0.052,712.42,218001,0.0324,4.43
2023-03-01,2023,Q1,3,Mar,Eastern Province,Eastern,Dammam,Inbound,Events,Other Paid Accommodation,305,1243,938062,3319,372,0.1121,253.63,94348,0.0988,4.52
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Leisure,Hotel,4392,10003,4574156,9705,2708,0.279,504.88,1367221,0.0914,3.67
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Leisure,Serviced Apartment,2230,4632,2052372,8087,1330,0.1645,285.0,379050,0.0604,4.36
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Leisure,Resort,1086,1925,811479,5714,485,0.0849,632.41,306717,0.0855,4.55
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Leisure,Other Paid Accommodation,1139,2056,903278,7441,535,0.0719,222.38,118974,0.0429,4.02
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Business,Hotel,2328,5522,2473052,6671,1409,0.2112,574.07,808857,0.0517,4.26
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Business,Serviced Apartment,791,1843,685225,4473,555,0.1241,403.76,224087,0.0627,4.14
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Business,Resort,536,1156,474647,5271,272,0.0516,733.42,199489,0.0677,4.16
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Business,Other Paid Accommodation,421,808,351951,6476,215,0.0332,231.7,49814,0.0487,4.38
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Religious,Hotel,358,1207,517843,5197,296,0.057,478.56,141654,0.0982,4.09
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Religious,Serviced Apartment,138,424,165086,4425,134,0.0303,368.43,49368,0.0568,4.42
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Religious,Resort,77,274,130351,6136,75,0.0122,760.28,57021,0.0704,3.81
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Religious,Other Paid Accommodation,67,208,83812,6888,63,0.0091,248.46,15653,0.0903,3.68
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Family Visit,Hotel,2728,6241,2268967,9616,1494,0.1554,438.05,654443,0.1032,4.02
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Family Visit,Serviced Apartment,972,2233,920683,6192,602,0.0972,359.73,216559,0.0643,4.18
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Family Visit,Resort,539,1169,500225,7658,310,0.0405,709.39,219911,0.076,4.51
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Family Visit,Other Paid Accommodation,470,996,355375,5391,300,0.0556,226.06,67817,0.0744,4.02
2023-03-01,2023,Q1,3,Mar,Asir,Southern,Abha,Domestic,Events,Hotel,800,1835,722365,6422,518,0.0807,484.57,251004,0.0739,4.04
